Recipe Name,Recipe URL,Beer Style,Brewer,Stats
#52 - Stoutend,https://beersmithrecipes.com/viewrecipe/5159019/52-stoutend,Irish Extra Stout (15C),mgades,"OG: 1.056 (13.7° P), Bitterness: 42.2 IBUs, ABV: 5.8 %"
Rice Fields American Lager,https://beersmithrecipes.com/viewrecipe/5109631/-rice-fields-american-lager,Pre-Prohibition Lager (27 ),solsticeshore,"OG: 1.049 (12.3° P), Bitterness: 40.7 IBUs, ABV: 5.4 %"
HB-JOKE,https://beersmithrecipes.com/viewrecipe/5160262/hb-joke,Belgian Dark Strong Ale (26D),jham,"OG: 1.080 (19.4° P), Bitterness: 23.5 IBUs, ABV: 9.0 %"
HB-L'HaMIELin,https://beersmithrecipes.com/viewrecipe/5160258/hb-lhamielin,Irish Red Ale (15A),jham,"OG: 1.076 (18.5° P), Bitterness: 24.0 IBUs, ABV: 7.8 %"
MichAle Brown Ale v.2,https://beersmithrecipes.com/viewrecipe/5045334/michale-brown-ale-v2,American Brown Ale (19C),solsticeshore,"OG: 1.054 (13.4° P), Bitterness: 32.6 IBUs, ABV: 6.1 %"
10A: Olustvere Pale Ale,https://beersmithrecipes.com/viewrecipe/4681236/10a-olustvere-pale-ale,American Pale Ale (18B),jaanist,"OG: 1.052 (12.9° P), Bitterness: 27.0 IBUs, ABV: 5.2 %"
Highlander,https://beersmithrecipes.com/viewrecipe/220409/highlander,Strong Scotch Ale (9E),johnmn,"OG: 1.088 (21.2° P), Bitterness: 25.3 IBUs, ABV: 8.5 %"
Belgian Blond Ale,https://beersmithrecipes.com/viewrecipe/2025271/belgian-blond-ale,Belgian Blond Ale (18A),marcotuliorod,"OG: 1.063 (15.5° P), Bitterness: 19.2 IBUs, ABV: 6.9 %"
Belgian Blond Ale,https://beersmithrecipes.com/viewrecipe/2025271/belgian-blond-ale,Belgian Blond Ale (18A),marcotuliorod,"OG: 1.063 (15.5° P), Bitterness: 19.2 IBUs, ABV: 6.9 %"
Barnes Cream Ale 2/16/2025,https://beersmithrecipes.com/viewrecipe/4944237/barnes-cream-ale-2-16-2025,Cream Ale (1C),dbarnes092,"OG: 1.050 (12.5° P), Bitterness: 11.2 IBUs, ABV: 5.3 %"
#51 - Studenterfest,https://beersmithrecipes.com/viewrecipe/5154888/51-studenterfest,Märzen ( 2C),mgades,"OG: 1.054 (13.3° P), Bitterness: 23.1 IBUs, ABV: 5.8 %"
ALE: MB: Cali Mountain Stout,https://beersmithrecipes.com/viewrecipe/5136000/ale-mb-cali-mountain-stout,American Stout (20B),jacksw02,"OG: 1.058 (14.4° P), Bitterness: 54.2 IBUs, ABV: 5.8 %"
Purple Corn Cream Ale,https://beersmithrecipes.com/viewrecipe/4894220/purple-corn-cream-ale,Cream Ale ( 1C),TheToggood,"OG: 1.045 (11.2° P), Bitterness: 0.0 IBUs, ABV: 5.1 %"
Belg 1.2,https://beersmithrecipes.com/viewrecipe/3162680/belg-12,Trappist Single (26A),Ceris13,"OG: 1.041 (10.3° P), Bitterness: 41.3 IBUs, ABV: 4.4 %"
Koln Kr!sp 2.0,https://beersmithrecipes.com/viewrecipe/3926103/koln-krsp-20,Kölsch ( 5B),soundwavedave,"OG: 1.049 (12.1° P), Bitterness: 20.9 IBUs, ABV: 5.1 %"
the high water,https://beersmithrecipes.com/viewrecipe/1618670/the-high-water,American IPA (14B),thenewvillagebrewery,"OG: 1.059 (14.5° P), Bitterness: 71.9 IBUs, ABV: 6.0 %"
Roy Farms ADHA 218,https://beersmithrecipes.com/viewrecipe/4540288/roy-farms-adha-218,American Pale Ale (18B),J3P0,"OG: 1.060 (14.7° P), Bitterness: 45.0 IBUs, ABV: 5.6 %"
AI-dobbelock,https://beersmithrecipes.com/viewrecipe/4966898/ai-dobbelock,Doppelbock ( 9A),ysanstra,"OG: 1.097 (23.1° P), Bitterness: 25.8 IBUs, ABV: 9.8 %"
Roy's Vienna Lager - Bock yeast,https://beersmithrecipes.com/viewrecipe/2842174/roys-vienna-lager-bock-yeast,Vienna Lager ( 7A),RoyU,"OG: 1.056 (13.7° P), Bitterness: 26.4 IBUs, ABV: 5.5 %"
Untitled Recipe,https://beersmithrecipes.com/viewrecipe/5158106/untitled-recipe,American Amber Ale ( 6B),cervezasans,"OG: 2.002 (172.7° P), Bitterness: 0.0 IBUs, ABV: 715.4 %"
Ball & Chain Wheat Ale (mrc),https://beersmithrecipes.com/viewrecipe/5155526/ball-amp-chain-wheat-ale-mrc,American Wheat or Rye Beer (6D),mcaukin,"OG: 1.047 (11.7° P), Bitterness: 17.1 IBUs, ABV: 4.8 %"
american ipa 60 litros,https://beersmithrecipes.com/viewrecipe/2169260/american-ipa-60-litros,American IPA (21A),flaviozavarise,"OG: 1.057 (14.1° P), Bitterness: 63.8 IBUs, ABV: 6.1 %"
ALE: MB: Belgian Pale Turned Into Saison 5gal,https://beersmithrecipes.com/viewrecipe/5156893/ale-mb-belgian-pale-turned-into-saison-5gal,Saison (25B),jacksw02,"OG: 1.051 (12.7° P), Bitterness: 25.0 IBUs, ABV: 5.8 %"
Left Hand Milk Stout,https://beersmithrecipes.com/viewrecipe/5156845/left-hand-milk-stout-,Sweet Stout (16A),ysanstra,"OG: 1.058 (14.3° P), Bitterness: 20.0 IBUs, ABV: 5.0 %"
Citra Pale Ale (GSteel),https://beersmithrecipes.com/viewrecipe/3395215/citra-pale-ale-gsteel,American Pale Ale (18B),GrahamSteel,"OG: 1.059 (14.5° P), Bitterness: 33.0 IBUs, ABV: 5.9 %"
Vamos De Fiesta,https://beersmithrecipes.com/viewrecipe/5156343/vamos-de-fiesta,International Pale Lager ( 2A),Daddylawman,"OG: 1.048 (11.8° P), Bitterness: 14.4 IBUs, ABV: 5.1 %"
Mark's Berliner Weiss,https://beersmithrecipes.com/viewrecipe/296313/marks-berliner-weiss,Berliner Weiss (17A),zambron,"OG: 1.032 (8.0° P), Bitterness: 6.3 IBUs, ABV: 3.1 %"
Squid Cream 3,https://beersmithrecipes.com/viewrecipe/5150009/squid-cream-3,Cream Ale ( 1C),T_Wayne,"OG: 1.044 (11.0° P), Bitterness: 14.5 IBUs, ABV: 5.1 %"
American Wheat 3 1BBL,https://beersmithrecipes.com/viewrecipe/5155932/american-wheat-3-1bbl,American Wheat Beer ( 1D),T_Wayne,"OG: 1.054 (13.4° P), Bitterness: 15.6 IBUs, ABV: 5.3 %"
American Wheat 3 1BBL,https://beersmithrecipes.com/viewrecipe/5155932/american-wheat-3-1bbl,American Wheat Beer ( 1D),T_Wayne,"OG: 1.054 (13.4° P), Bitterness: 15.6 IBUs, ABV: 5.3 %"
Black Sheep Irish Porter,https://beersmithrecipes.com/viewrecipe/2701431/black-sheep-irish-porter,Brown Porter (12A),mjstewart917519,"OG: 1.051 (12.6° P), Bitterness: 27.0 IBUs, ABV: 5.2 %"
Daylight Savings Haze 2.0,https://beersmithrecipes.com/viewrecipe/5155828/daylight-savings-haze-20,New England IPA (21B),e2mc17,"OG: 1.071 (17.2° P), Bitterness: 23.3 IBUs, ABV: 7.1 %"
APA Krister,https://beersmithrecipes.com/viewrecipe/5049940/apa-krister,American Pale Ale (18B),Krister,"OG: 1.052 (12.8° P), Bitterness: 44.8 IBUs, ABV: 5.1 %"
Nut Brown Ale (mrc),https://beersmithrecipes.com/viewrecipe/3311475/nut-brown-ale-mrc,British Brown Ale (13B),mcaukin,"OG: 1.047 (11.6° P), Bitterness: 25.7 IBUs, ABV: 4.7 %"
BrewKlub IPA Recipe,https://beersmithrecipes.com/viewrecipe/3224038/brewklub-ipa-recipe,American IPA (21A),jonboi666,"OG: 1.065 (15.9° P), Bitterness: 60.1 IBUs, ABV: 6.5 %"
Summer Slacker (mrc),https://beersmithrecipes.com/viewrecipe/4420499/summer-slacker-mrc,American-Style Cream Ale (34 ),mcaukin,"OG: 1.051 (12.7° P), Bitterness: 16.3 IBUs, ABV: 5.3 %"
Monumental NEIPA… of death! (ver 7),https://beersmithrecipes.com/viewrecipe/5129407/monumental-neipa-of-death-ver-7,Hazy IPA (21C),Ratape,"OG: 1.078 (18.9° P), Bitterness: 50.3 IBUs, ABV: 8.7 %"
Monumental NEIPA… of death! (ver 6),https://beersmithrecipes.com/viewrecipe/5129396/monumental-neipa-of-death-ver-6,Hazy IPA (21C),Ratape,"OG: 1.078 (18.9° P), Bitterness: 62.8 IBUs, ABV: 8.7 %"
Ian's Kveik Pale Ale,https://beersmithrecipes.com/viewrecipe/3299434/ians-kveik-pale-ale,American Pale Ale (18B),icdibble,"OG: 1.058 (14.2° P), Bitterness: 39.8 IBUs, ABV: 6.2 %"
lunch date blonde 255#,https://beersmithrecipes.com/viewrecipe/1507743/lunch-date-blonde-255,Blonde Ale ( 6B),caryhson1,"OG: 1.037 (9.2° P), Bitterness: 17.7 IBUs, ABV: 3.2 %"
NZ Hazy IPA,https://beersmithrecipes.com/viewrecipe/4624581/nz-hazy-ipa,New England IPA (21B),Jizames,"OG: 1.061 (15.1° P), Bitterness: 12.4 IBUs, ABV: 6.5 %"
Ale: MB: AMERICAN PALE ALE II,https://beersmithrecipes.com/viewrecipe/5120283/ale-mb-american-pale-ale-ii,American Pale Ale (18B),jacksw02,"OG: 1.052 (12.9° P), Bitterness: 50.4 IBUs, ABV: 5.4 %"
Lager: MB: Pacific Pilsner,https://beersmithrecipes.com/viewrecipe/5120280/lager-mb-pacific-pilsner,New Zealand Pilsner (X.5),jacksw02,"OG: 1.048 (11.9° P), Bitterness: 42.0 IBUs, ABV: 4.7 %"
Jeffy's Celebration,https://beersmithrecipes.com/viewrecipe/5139081/jeffys-celebration,American Pale Ale (18B),jeffboy,"OG: 1.065 (15.9° P), Bitterness: 75.3 IBUs, ABV: 6.3 %"
#47 Kaz Pilsner 4,https://beersmithrecipes.com/viewrecipe/1392822/47-kaz-pilsner-4,Bohemian Pilsner ( 2B),bradak,"OG: 1.048 (12.0° P), Bitterness: 39.6 IBUs, ABV: 4.9 %"
American IPA - 50 Litros,https://beersmithrecipes.com/viewrecipe/5153260/american-ipa-50-litros,American IPA (14B),alvproton1,"OG: 1.065 (15.9° P), Bitterness: 60.6 IBUs, ABV: 6.8 %"
Bald Birds Highway Miles 30 BBLRK,https://beersmithrecipes.com/viewrecipe/4310178/bald-birds-highway-miles-30-bblrk,American IPA (21A),BaldBirds,"OG: 1.068 (16.6° P), Bitterness: 75.0 IBUs, ABV: 7.3 %"
PetiteDesFetes_BelgianBitter,https://beersmithrecipes.com/viewrecipe/5061495/petitedesfetes-belgianbitter,Best Bitter (11B),Frncs,"OG: 1.039 (9.7° P), Bitterness: 44.7 IBUs, ABV: 4.0 %"
Have You Got One Of Yours On?,https://beersmithrecipes.com/viewrecipe/5077543/have-you-got-one-of-yours-on-,American Pale Ale (18B),LiamBradford84,"OG: 1.048 (11.9° P), Bitterness: 15.6 IBUs, ABV: 4.4 %"
Boddies pub ale,https://beersmithrecipes.com/viewrecipe/5140600/boddies-pub-ale,Ordinary Bitter (11A),andrewoshea,"OG: 1.042 (10.5° P), Bitterness: 27.1 IBUs, ABV: 4.4 %"
Boddies pub ale,https://beersmithrecipes.com/viewrecipe/5140600/boddies-pub-ale,Ordinary Bitter (11A),andrewoshea,"OG: 1.042 (10.5° P), Bitterness: 27.1 IBUs, ABV: 4.4 %"
Citrus Fresh Ale1,https://beersmithrecipes.com/viewrecipe/750956/citrus-fresh-ale1,American Amber Ale (6B),towny84,"OG: 1.047 (11.7° P), Bitterness: 35.3 IBUs, ABV: 4.7 %"
Louie's Lemon Squeezer,https://beersmithrecipes.com/viewrecipe/1850505/louies-lemon-squeezer,American Pale Ale (10A),BaderBeer,"OG: 1.053 (13.1° P), Bitterness: 41.9 IBUs, ABV: 5.5 %"
Saaz Smash,https://beersmithrecipes.com/viewrecipe/5051628/-saaz-smash-,American Lager (1B),GPBS23,"OG: 1.052 (12.9° P), Bitterness: 3.4 IBUs, ABV: 5.4 %"
Axehead Coffee Stout,https://beersmithrecipes.com/viewrecipe/4860487/axehead-coffee-stout,Milk/Sweet Stout (7F),celticozarkian,"OG: 1.049 (12.1° P), Bitterness: 17.6 IBUs, ABV: 5.0 %"
The Inky Squid (Black IPA),https://beersmithrecipes.com/viewrecipe/428815/the-inky-squid-black-ipa,American IPA (),damienkelly87,"OG: 1.063 (15.5° P), Bitterness: 70.1 IBUs, ABV: 6.9 %"
Denver 40 Mile Pale Ale,https://beersmithrecipes.com/viewrecipe/5140446/denver-40-mile-pale-ale,American Pale Ale (18B),cfrazier77,"OG: 1.047 (11.8° P), Bitterness: 49.6 IBUs, ABV: 4.9 %"
Whitetail kolsch 3,https://beersmithrecipes.com/viewrecipe/3869250/whitetail-kolsch-3,Kölsch ( 6C),CartecayRiverBrewing,"OG: 1.047 (11.7° P), Bitterness: 20.8 IBUs, ABV: 4.8 %"
Velociraptor Triple IPA - 1BBL,https://beersmithrecipes.com/viewrecipe/4463315/velociraptor-triple-ipa-1bbl,Double IPA (22A),CartecayRiverBrewing,"OG: 1.106 (25.0° P), Bitterness: 248.9 IBUs, ABV: 11.0 %"
Supplication Clone,https://beersmithrecipes.com/viewrecipe/3150207/supplication-clone,Flanders Brown Ale/Oud Bruin (17C),CartecayRiverBrewing,"OG: 1.059 (14.5° P), Bitterness: 20.6 IBUs, ABV: 6.0 %"
Sunflower Sour Recipe v2,https://beersmithrecipes.com/viewrecipe/2574066/sunflower-sour-recipe-v2,Mixed-Fermentation Sour Beer (28B),CartecayRiverBrewing,"OG: 1.050 (12.4° P), Bitterness: 7.3 IBUs, ABV: 5.4 %"
Summertime Seltzer 8bbl,https://beersmithrecipes.com/viewrecipe/4671938/summertime-seltzer-8bbl,Alternative Sugar Beer (31B),CartecayRiverBrewing,"OG: 1.042 (10.4° P), Bitterness: 0.0 IBUs, ABV: 6.7 %"
Space Fox - 5 Year,https://beersmithrecipes.com/viewrecipe/3497319/space-fox-5-year,New England IPA (21B),CartecayRiverBrewing,"OG: 1.083 (19.9° P), Bitterness: 38.9 IBUs, ABV: 8.7 %"
Snapping Turtle Amber OG,https://beersmithrecipes.com/viewrecipe/3518712/snapping-turtle-amber-og,American Amber Ale (19A),CartecayRiverBrewing,"OG: 1.046 (11.4° P), Bitterness: 32.4 IBUs, ABV: 4.5 %"
Skye Wheat - 1BBL,https://beersmithrecipes.com/viewrecipe/4588187/skye-wheat-1bbl,American Wheat Beer ( 1D),CartecayRiverBrewing,"OG: 1.065 (15.8° P), Bitterness: 15.9 IBUs, ABV: 6.3 %"
Raptor DIPA V5 7/6/22,https://beersmithrecipes.com/viewrecipe/3098077/raptor-dipa-v5-7-6-22,Double IPA (22A),CartecayRiverBrewing,"OG: 1.077 (18.7° P), Bitterness: 92.9 IBUs, ABV: 8.6 %"
Raptor DIPA 6/23/21,https://beersmithrecipes.com/viewrecipe/3549152/raptor-dipa-6-23-21,Double IPA (22A),CartecayRiverBrewing,"OG: 1.087 (20.9° P), Bitterness: 96.5 IBUs, ABV: 9.7 %"
Prospector DIPA,https://beersmithrecipes.com/viewrecipe/2663921/prospector-dipa,Double IPA (22A),CartecayRiverBrewing,"OG: 1.092 (22.0° P), Bitterness: 110.8 IBUs, ABV: 10.0 %"
Pliny the Elder (1.1),https://beersmithrecipes.com/viewrecipe/3150204/pliny-the-elder-11,Imperial IPA (14C),CartecayRiverBrewing,"OG: 1.075 (18.1° P), Bitterness: 147.8 IBUs, ABV: 8.0 %"
OG Sly Fox 2,https://beersmithrecipes.com/viewrecipe/3119567/og-sly-fox-2,American IPA (21A),CartecayRiverBrewing,"OG: 1.064 (15.8° P), Bitterness: 50.1 IBUs, ABV: 6.4 %"
Low ABV Saison Dupont,https://beersmithrecipes.com/viewrecipe/2544761/low-abv-saison-dupont,Saison (16C),CartecayRiverBrewing,"OG: 1.042 (10.5° P), Bitterness: 26.8 IBUs, ABV: 4.6 %"
